compound_id,molecular_weight,logP,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,logS,dose_mg,particle_size_um,ph_stability,formulation_type,bioavailability_percent
CMPD-1948,376.78,3.27,115.81,0,1,3,2,-2.04,50,21.05,6.2,tablet,68.78
CMPD-1949,503.87,2,16.66,3,1,6,2,-4.43,50,5.64,7.14,capsule,50.82
CMPD-1950,374.35,0.2,22.68,1,5,6,2,-5.7,25,16.46,6.9,solution,46.61
CMPD-1951,184.97,3.43,79.78,2,5,3,0,-5.56,400,0.61,6.56,tablet,50.45
CMPD-1952,518.81,1,75.89,1,2,8,2,-2.09,200,16.74,8.5,tablet,41.91
CMPD-1953,280.37,6.43,49.92,1,5,6,2,-2.12,25,53.89,5.75,capsule,8.03
CMPD-1954,308.09,3.53,103.34,1,8,6,4,-3.31,50,7.55,7.22,suspension,57.87
CMPD-1955,314.48,1.45,93.58,1,8,6,0,-4.91,400,41.32,7.2,solution,41.65
CMPD-1956,531.19,1.4,105.03,4,5,4,2,-3.59,50,20.07,8.68,tablet,33.35
CMPD-1957,145.08,2.33,70.69,5,3,5,0,-3.74,200,38.31,4.02,tablet,52.25
CMPD-1958,725.15,2.07,96.09,1,5,4,2,-4.16,50,41.77,7.96,capsule,42.16
CMPD-1959,496.17,4.51,59.4,0,3,9,2,-2.47,5,7.75,5.17,solution,53.69
CMPD-1960,404.56,2.84,146.88,3,5,2,3,-4.22,10,16.5,4.66,capsule,42.56
CMPD-1961,373.96,1.18,46.56,4,4,6,2,-2.69,400,9.86,5.36,capsule,55.32
CMPD-1962,411.41,5.9,148.69,4,2,10,3,-3,25,4.8,4.72,capsule,5.68
CMPD-1963,437.32,2.59,76.22,4,10,6,2,-5.66,100,32.08,7.92,suspension,27.62
CMPD-1964,450.97,3.88,26.86,3,3,4,2,-0.51,200,36.05,8.44,capsule,46.1
CMPD-1965,441.12,1.41,122.88,2,3,7,3,-2.63,400,24.16,5.65,capsule,45.66
CMPD-1966,389.85,3.15,79.41,0,6,5,4,-5.89,50,33.59,6.25,capsule,46.07
CMPD-1967,358.29,3.06,104.79,3,5,5,0,-5.66,5,18.4,7.86,capsule,48.01
CMPD-1968,363.36,-0.9,117.83,3,7,4,5,-1.12,25,17.16,8.51,capsule,25.74
CMPD-1969,358.56,6.13,86.83,2,4,4,5,-3.23,50,23.85,6.68,tablet,15.53
CMPD-1970,504.71,4.82,54.27,1,5,6,2,-2.66,5,53.03,5.97,capsule,29.21
CMPD-1971,445.29,1.79,109.15,2,3,4,1,-2.92,25,65.1,4.8,tablet,44.24
CMPD-1972,120,0.52,75.03,1,2,5,0,-1.87,25,23.26,5.06,suspension,51.23
CMPD-1973,452.15,3.13,99.01,0,2,2,1,-1.8,100,18.24,8.45,tablet,67.89
CMPD-1974,401.42,2.66,10,4,4,10,3,-4.82,100,42.13,5.07,suspension,47.12
CMPD-1975,377.94,3.14,90.64,1,5,7,1,-2.75,25,48.96,6.97,suspension,61.94
CMPD-1976,337.26,2.84,52.65,4,5,4,2,-5.61,5,26.65,6.21,capsule,48.71
CMPD-1977,503.65,3.41,132.87,2,6,3,0,-5.13,50,84.44,6.09,tablet,34.53
CMPD-1978,484.23,5.11,96.81,1,7,3,1,-3.96,400,18.97,4.64,tablet,20.54
CMPD-1979,294.98,3.52,83.4,3,6,7,5,-6.05,400,18.97,6.23,tablet,40.94
CMPD-1980,424.78,0.61,92.02,2,2,6,2,-4.67,200,21.15,8.46,tablet,28.8
CMPD-1981,273.12,4.95,40.05,1,1,3,4,-6.76,50,58.86,6.49,capsule,33.54
CMPD-1982,228.24,5.45,131.81,0,5,9,2,-3.53,25,19.73,7.18,capsule,28.22
CMPD-1983,311.06,8,144.7,0,6,2,0,-1.04,400,22.1,4.74,tablet,1
CMPD-1984,474.86,0.48,88.75,4,4,6,1,-3.45,50,0.98,6.36,solution,38.12
CMPD-1985,484.84,2.94,130.66,4,6,8,1,-3.45,100,12.57,6.28,capsule,39.2
CMPD-1986,436.44,-1.25,55.08,3,7,4,5,-4.04,50,7.87,6.35,tablet,9.07
CMPD-1987,459.76,3.5,47.1,1,2,6,1,-2.03,10,17.01,7.02,tablet,58.74
CMPD-1988,436.78,1.51,76.43,1,5,4,1,-3.58,100,25.02,6.79,capsule,58.29
CMPD-1989,309.44,5.96,90.22,4,2,4,1,-5.15,100,19.4,5.32,tablet,10.03
CMPD-1990,427.51,1.11,61.21,1,6,4,2,-3.25,25,42.1,5.62,capsule,41.2
CMPD-1991,468.05,-0.54,93.82,3,7,1,1,-1.17,25,66.2,6.5,tablet,23.83
CMPD-1992,462.97,1.65,85.72,1,4,3,2,-5.64,50,22.07,9,capsule,36.68
CMPD-1993,510.78,-1.06,40.06,3,5,2,1,-4.91,50,8.79,5.6,tablet,18.18
CMPD-1994,457.91,3.85,93.16,2,4,6,2,-3.66,25,31.65,5.94,solution,55.56
CMPD-1995,418.66,-1.22,105.22,2,4,3,4,-4.03,5,10.4,6.1,tablet,11.13
CMPD-1996,497.72,2.55,81,3,2,8,0,-2.87,50,12.11,6.9,solution,60.76
CMPD-1997,377.08,-1.24,115.34,3,4,3,1,-4.97,5,58.24,7.66,tablet,1.95
CMPD-1998,282.99,1.92,32.39,2,8,7,1,-4.29,400,0.5,6.97,tablet,42.16
CMPD-1999,362.06,5.46,91.38,1,2,5,3,-3.42,100,30.82,5.26,tablet,25.19
CMPD-2000,298.06,3.15,34.04,1,1,7,3,-3.37,200,34.47,7.25,tablet,43.89
